web-scraper-order,web-scraper-start-url,location-name,location-address-street,location-address-locality,location-address-region,location-address-postal-code,location-contact-phone-main,location-contact-url-main,location-contact-url-main-href,link-location-address-locality,link-location-address-locality-href,link-location-address-region,link-location-address-region-href
"1584542053-1072","https://locations.dignityhealth.org/","Pediatrics - Mercy Medical Group - Folsom, CA","1561 Creekside Dr","Folsom","CA","95630","(916) 351-4825","Pediatrics - Mercy Medical Group - Folsom, CA","https://locations.dignityhealth.org/pediatrics-mercy-medical-group-folsom-ca-folsom-ca","Folsom","https://locations.dignityhealth.org/folsom-ca","California","https://locations.dignityhealth.org/california"
"1584541953-657","https://locations.dignityhealth.org/","Dignity Health Medical Group - Dominican","9515 Soquel Drive","Aptos","CA","95003","(831) 661-6020","Dignity Health Medical Group - Dominican","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-aptos-ca","Watsonville","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-watsonville-ca","California","https://locations.dignityhealth.org/california"
"1584542055-1076","https://locations.dignityhealth.org/","Dominican Hospital PEP Program","610 Frederick St","null","CA","95062","(831) 457-7099","Dominican Hospital PEP Program","https://locations.dignityhealth.org/dominican-hospital-pep-program-santa-cruz-ca","Felton","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-felton-ca","California","https://locations.dignityhealth.org/california"
"1584542143-1248","https://locations.dignityhealth.org/","Dignity Health Norton Thoracic Institute - Chandler","485 S Dobson Rd","Chandler","AZ","85224","(602) 406-4000","Dignity Health Norton Thoracic Institute - Chandler","https://locations.dignityhealth.org/dignity-health-norton-thoracic-institute-chandler-chandler-az","Chandler","https://locations.dignityhealth.org/chandler-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542053-1069","https://locations.dignityhealth.org/","Mercy Medical Group - Folsom, Primary Care","1700 Prairie City Road","null","CA","95630","(916) 351-4800","Mercy Medical Group - Folsom, Primary Care","https://locations.dignityhealth.org/mercy-medical-group-folsom-primary-care-folsom-ca","Folsom","https://locations.dignityhealth.org/folsom-ca","California","https://locations.dignityhealth.org/california"
"1584542072-1101","https://locations.dignityhealth.org/","Mercy Outpatient Rehabilitation Center","7777 Greenback Lane","Citrus Heights","CA","95610","(916) 453-7944","Mercy Outpatient Rehabilitation Center","https://locations.dignityhealth.org/mercy-outpatient-rehabilitation-center-citrus-heights-ca","Citrus Heights","https://locations.dignityhealth.org/citrus-heights-ca","California","https://locations.dignityhealth.org/california"
"1584542090-1136","https://locations.dignityhealth.org/","Dignity Health Learning Center","631 E. California Ave.","null","CA","93307","(661) 325-2995","Dignity Health Learning Center","https://locations.dignityhealth.org/dignity-health-learning-center-bakersfield-ca","Bakersfield","https://locations.dignityhealth.org/bakersfield-ca","California","https://locations.dignityhealth.org/california"
"1584542018-925","https://locations.dignityhealth.org/","Cardiovascular Center - Northridge Hospital Medical Center - Northridge","18300 Roscoe Blvd","null","CA","91325","(855) 502-4538","Cardiovascular Center - Northridge Hospital Medical Center - Northridge","https://locations.dignityhealth.org/cardiovascular-center-northridge-hospital-medical-center-northridge-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584541979-799","https://locations.dignityhealth.org/","Baby and Family Center at St. Bernardine Medical Center","403 E Highland Ave","null","CA","92404","(909) 881-4420","Baby and Family Center at St. Bernardine Medical Center","https://locations.dignityhealth.org/baby-and-family-center-at-st-bernardine-medical-center-san-bernardino-ca","San Bernardino","https://locations.dignityhealth.org/san-bernardino-ca","California","https://locations.dignityhealth.org/california"
"1584542049-1057","https://locations.dignityhealth.org/","Surgical Services - Glendale Memorial Hospital and Health Center - Glendale","1420 S Central Ave","null","CA","91204","(855) 460-7877","Surgical Services - Glendale Memorial Hospital and Health Center - Glendale","https://locations.dignityhealth.org/surgical-services-glendale-memorial-hospital-and-health-center-glendale-glendale-ca","Glendale","https://locations.dignityhealth.org/glendale-ca","California","https://locations.dignityhealth.org/california"
"1584541967-713","https://locations.dignityhealth.org/","Parkway Imaging","2342 Professional Pkwy","Santa Maria","CA","93455","(805) 922-0868","Parkway Imaging","https://locations.dignityhealth.org/parkway-imaging-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584542031-975","https://locations.dignityhealth.org/","Mercy Outpatient Center","2740 M St","null","CA","95340","(209) 564-5000","Mercy Outpatient Center","https://locations.dignityhealth.org/mercy-outpatient-center-merced-ca","Merced","https://locations.dignityhealth.org/merced-ca","California","https://locations.dignityhealth.org/california"
"1584541992-881","https://locations.dignityhealth.org/","Dignity Health Medical Group - North State","1755 Court Street","null","CA","96001","(530) 247-8800","Dignity Health Medical Group - North State","https://locations.dignityhealth.org/dignity-health-medical-group-north-state-redding-ca-MED_40","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584541940-610","https://locations.dignityhealth.org/","Emergency Room - Dignity Health - St. Rose Dominican, North Las Vegas, NV Campus","1550 W Craig Rd","null","NV","89032","(702) 777-3615","Emergency Room - Dignity Health - St. Rose Dominican, North Las Vegas, NV Campus","https://locations.dignityhealth.org/emergency-room-dignity-health-st-rose-dominican-north-las-vegas-nv-campus-north-las-vegas-nv","North Las Vegas","https://locations.dignityhealth.org/north-las-vegas-nv","Nevada","https://locations.dignityhealth.org/nevada"
"1584541983-839","https://locations.dignityhealth.org/","Mercy Imaging Center - Sacramento","3301 C St","Sacramento","CA","95816","(916) 556-3300","Mercy Imaging Center - Sacramento","https://locations.dignityhealth.org/mercy-imaging-center-sacramento-sacramento-ca","Sacramento","https://locations.dignityhealth.org/sacramento-ca","California","https://locations.dignityhealth.org/california"
"1584541998-902","https://locations.dignityhealth.org/","Coastal Diagnostic Center","921 Oak Park Blvd","Pismo Beach","CA","93449","(805) 481-4705","Coastal Diagnostic Center","https://locations.dignityhealth.org/coastal-diagnostic-center-pismo-beach-ca","Pismo Beach","https://locations.dignityhealth.org/pismo-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541992-880","https://locations.dignityhealth.org/","Dignity Health Home and Hospice","1544 Market St","null","CA","96001","(530) 245-4070","Dignity Health Home and Hospice","https://locations.dignityhealth.org/dignity-health-home-and-hospice-redding-ca","Redding","https://locations.dignityhealth.org/redding-ca","California","https://locations.dignityhealth.org/california"
"1584542038-1012","https://locations.dignityhealth.org/","Orthopedics Department - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(562) 491-7964","Orthopedics Department - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/orthopedics-department-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
"1584541965-687","https://locations.dignityhealth.org/","St. Joseph's Women's Imaging Center","3439 Brookside Rd.","Stockton","CA","95219","(209) 466-5027","St. Joseph's Women's Imaging Center","https://locations.dignityhealth.org/st-joseph's-women's-imaging-center-stockton-ca","Stockton","https://locations.dignityhealth.org/stockton-ca","California","https://locations.dignityhealth.org/california"
"1584542137-1228","https://locations.dignityhealth.org/","Dignity Health Weight Loss Center - Glendale","7300 N 99th Ave","Glendale","AZ","85307","(480) 757-0292","Dignity Health Weight Loss Center - Glendale","https://locations.dignityhealth.org/dignity-health-weight-loss-center-glendale-glendale-az","Glendale","https://locations.dignityhealth.org/glendale-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542095-1164","https://locations.dignityhealth.org/","Dignity Health Laboratories - Matthew Will Memorial Medical Center","850 Fair Oaks Ave","Arroyo Grande","CA","93420","(855) 586-7660","Dignity Health Laboratories - Matthew Will Memorial Medical Center","https://locations.dignityhealth.org/dignity-health-laboratories-matthew-will-memorial-medical-center-arroyo-grande-ca","Arroyo Grande","https://locations.dignityhealth.org/arroyo-grande-ca","California","https://locations.dignityhealth.org/california"
"1584541981-825","https://locations.dignityhealth.org/","Mark Twain Cancer Center","700 Mountain Ranch Rd","San Andreas","CA","95249","(209) 754-9670","Mark Twain Cancer Center","https://locations.dignityhealth.org/mark-twain-cancer-center-san-andreas-ca","San Andreas","https://locations.dignityhealth.org/san-andreas-ca","California","https://locations.dignityhealth.org/california"
"1584541967-716","https://locations.dignityhealth.org/","Plaza Surgery Center","525 E Plaza Dr","Santa Maria","CA","93454","(805) 739-3850","Plaza Surgery Center","https://locations.dignityhealth.org/plaza-surgery-center-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584542074-1111","https://locations.dignityhealth.org/","Mercy San Juan Medical Center","6501 Coyle Ave.","null","CA","95608","(916) 537-5000","Mercy San Juan Medical Center","https://locations.dignityhealth.org/mercy-san-juan-medical-center-carmichael-ca","Carmichael","https://locations.dignityhealth.org/carmichael-ca","California","https://locations.dignityhealth.org/california"
"1584542109-1183","https://locations.dignityhealth.org/","Emergency Room - St. Joseph's Westgate Medical Center","7300 N 99th Ave","null","AZ","85307","(602) 406-0000","Emergency Room - St. Joseph's Westgate Medical Center","https://locations.dignityhealth.org/emergency-room-st-joseph's-westgate-medical-center-glendale-az","Surprise","https://locations.dignityhealth.org/emergency-room-at-arizona-general-hospital-surprise-surprise-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542018-940","https://locations.dignityhealth.org/","Northridge Hospital Pediatric Trauma Center","18300 Roscoe Blvd","null","CA","91325","(818) 885-8500","Northridge Hospital Pediatric Trauma Center","https://locations.dignityhealth.org/northridge-hospital-pediatric-trauma-center-northridge-ca","Northridge","https://locations.dignityhealth.org/northridge-ca","California","https://locations.dignityhealth.org/california"
"1584542085-1132","https://locations.dignityhealth.org/","Dominican Hospital Outpatient Rehabilitation Center","111 Madrone St","null","CA","95060","(831) 457-7057","Dominican Hospital Outpatient Rehabilitation Center","https://locations.dignityhealth.org/dominican-hospital-outpatient-rehabilitation-center-santa-cruz-ca","Boulder Creek","https://locations.dignityhealth.org/dignity-health-medical-group-dominican-boulder-creek-ca","California","https://locations.dignityhealth.org/california"
"1584541967-695","https://locations.dignityhealth.org/","Dignity Health Urgent Care Orcutt","1102 E Clark Ave","Santa Maria","CA","93455","(805) 332-8185","Dignity Health Urgent Care Orcutt","https://locations.dignityhealth.org/dignity-health-urgent-care-orcutt-santa-maria-ca","Santa Maria","https://locations.dignityhealth.org/santa-maria-ca","California","https://locations.dignityhealth.org/california"
"1584542124-1222","https://locations.dignityhealth.org/","Dignity Health Urgent Care in Maricopa","20750 N John Wayne Pkwy","null","AZ","85139","(520) 233-2468","Dignity Health Urgent Care in Maricopa","https://locations.dignityhealth.org/dignity-health-urgent-care-in-maricopa-maricopa-az","Maricopa","https://locations.dignityhealth.org/maricopa-az","Arizona","https://locations.dignityhealth.org/arizona"
"1584542038-1001","https://locations.dignityhealth.org/","Emergency Medicine - St. Mary Medical Center - Long Beach","1050 Linden Ave","null","CA","90813","(562) 491-9000","Emergency Medicine - St. Mary Medical Center - Long Beach","https://locations.dignityhealth.org/emergency-medicine-st-mary-medical-center-long-beach-long-beach-ca","Long Beach","https://locations.dignityhealth.org/long-beach-ca","California","https://locations.dignityhealth.org/california"
