web-scraper-order,web-scraper-start-url,name,pagination-item,pagination-item-href,address-street,address-locality,address-state,phone-direct,website,website-href,pagination-state,pagination-state-href,pagination-county,pagination-county-href
"1584291396-1103","https://www.countyoffice.org/health-departments/","Beckham County Health Department","Beckham County Health Department","https://www.countyoffice.org/beckham-county-health-department-elk-ok-384/","400 East 3rd Street","Elk","Oklahoma","580-225-1173","null","","Oklahoma","https://www.countyoffice.org/ok-health-departments/","Beckham County","https://www.countyoffice.org/ok-beckham-county-health-departments/"
"1584289831-735","https://www.countyoffice.org/health-departments/","San Antonio Metropolitan Health District","San Antonio Metropolitan Health District","https://www.countyoffice.org/san-antonio-metropolitan-health-district-san-antonio-tx-02e/","332 West Commerce Street","San Antonio","Texas","210-207-8780","sanantonio.gov","http://www.sanantonio.gov/health/","Texas","https://www.countyoffice.org/tx-health-departments/","Bexar County","https://www.countyoffice.org/tx-bexar-county-health-departments/"
"1584293062-1555","https://www.countyoffice.org/health-departments/","Monmouth County Health Department","Monmouth County Health Department","https://www.countyoffice.org/monmouth-county-health-department-freehold-nj-052/","3435 U.s. 9","Freehold","New Jersey","732-431-7456","visitmonmouth.com","http://www.visitmonmouth.com/page.aspx?id=1932","New Jersey","https://www.countyoffice.org/nj-health-departments/","Monmouth County","https://www.countyoffice.org/nj-monmouth-county-health-departments/"
"1584298285-3799","https://www.countyoffice.org/health-departments/","Upson County Health Department","Upson County Health Department","https://www.countyoffice.org/upson-county-health-department-thomaston-ga-b4d/","314 East Lee Street","Thomaston","Georgia","706-647-7148","null","","Georgia","https://www.countyoffice.org/ga-health-departments/","Upson County","https://www.countyoffice.org/ga-upson-county-health-departments/"
"1584295909-2687","https://www.countyoffice.org/health-departments/","Baltimore County Health Department","Baltimore County Health Department","https://www.countyoffice.org/baltimore-county-health-department-baldwin-md-4c8/","13800 Manor Road","Baldwin","Maryland","410-887-5961","null","","Maryland","https://www.countyoffice.org/md-health-departments/","Baltimore County","https://www.countyoffice.org/md-baltimore-county-health-departments/"
"1584295114-2083","https://www.countyoffice.org/health-departments/","Chelsea City Health Department","Chelsea City Health Department","https://www.countyoffice.org/chelsea-city-health-department-chelsea-ma-610/","500 Broadway","Chelsea","Massachusetts","617-889-8263","null","","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Suffolk County","https://www.countyoffice.org/ma-suffolk-county-health-departments/"
"1584289844-739","https://www.countyoffice.org/health-departments/","Texas Department Of Health Region 11 - Beeville","Texas Department Of Health Region 11 - Beeville","https://www.countyoffice.org/texas-department-of-health-region-11-beeville-beeville-tx-5b5/","1701 North Frontage Road","Beeville","Texas","361-358-2241","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Bee County","https://www.countyoffice.org/tx-bee-county-health-departments/"
"1584294205-1864","https://www.countyoffice.org/health-departments/","Pike County Health Department","Pike County Health Department","https://www.countyoffice.org/pike-county-health-department-mccomb-ms-f6f/","114 East Presley Boulevard","McComb","Mississippi","601-684-1030","null","","Mississippi","https://www.countyoffice.org/ms-health-departments/","Pike County","https://www.countyoffice.org/ms-pike-county-health-departments/"
"1584289881-748","https://www.countyoffice.org/health-departments/","Williamson County Health Department","Williamson County Health Department","https://www.countyoffice.org/williamson-county-health-department-franklin-tn-048/","1324 West Main Street","Franklin","Tennessee","615-794-1542","null","","Tennessee","https://www.countyoffice.org/tn-health-departments/","Williamson County","https://www.countyoffice.org/tn-williamson-county-health-departments/"
"1584292255-1302","https://www.countyoffice.org/health-departments/","Buxton Health Department","Buxton Health Department","https://www.countyoffice.org/buxton-health-department-buxton-nc-5a5/","47017 Buxton Back Road","Buxton","North Carolina","252-995-4404","null","","North Carolina","https://www.countyoffice.org/nc-health-departments/","Dare County","https://www.countyoffice.org/nc-dare-county-health-departments/"
"1584299324-4085","https://www.countyoffice.org/health-departments/","Mayport Health Department","Mayport Health Department","https://www.countyoffice.org/mayport-health-department-jacksonville-fl-1a8/","2440 Mayport Road","Jacksonville","Florida","904-253-1525","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Duval County","https://www.countyoffice.org/fl-duval-county-health-departments/"
"1584288694-352","https://www.countyoffice.org/health-departments/","Dummerston Town Health Officer","Dummerston Town Health Officer","https://www.countyoffice.org/dummerston-town-health-officer-dummerston-vt-872/","199 Canoe Brook Road","Dummerston","Vermont","802-387-4082","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Windham County","https://www.countyoffice.org/vt-windham-county-health-departments/"
"1584293802-1776","https://www.countyoffice.org/health-departments/","Rolla Health Department","Rolla Health Department","https://www.countyoffice.org/rolla-health-department-rolla-mo-ddc/","1107 Kingshighway","Rolla","Missouri","573-368-2297","null","","Missouri","https://www.countyoffice.org/mo-health-departments/","Phelps County","https://www.countyoffice.org/mo-phelps-county-health-departments/"
"1584290770-956","https://www.countyoffice.org/health-departments/","Philadelphia Health Department","Philadelphia Health Department","https://www.countyoffice.org/philadelphia-health-department-philadelphia-pa-d16/","1101 Market Street","Philadelphia","Pennsylvania","215-685-5200","null","","Pennsylvania","https://www.countyoffice.org/pa-health-departments/","Philadelphia County","https://www.countyoffice.org/pa-philadelphia-county-health-departments/"
"1584299195-4042","https://www.countyoffice.org/health-departments/","Jackson County Health Department","Jackson County Health Department","https://www.countyoffice.org/jackson-county-health-department-graceville-fl-098/","951 Prim Avenue","Graceville","Florida","850-263-6860","null","","Florida","https://www.countyoffice.org/fl-health-departments/","Jackson County","https://www.countyoffice.org/fl-jackson-county-health-departments/"
"1584289867-745","https://www.countyoffice.org/health-departments/","Andrews Health Department","Andrews Health Department","https://www.countyoffice.org/andrews-health-department-andrews-tx-46e/","801 North Main Street","Andrews","Texas","432-523-6465","null","","Texas","https://www.countyoffice.org/tx-health-departments/","Andrews County","https://www.countyoffice.org/tx-andrews-county-health-departments/"
"1584296592-2851","https://www.countyoffice.org/health-departments/","Crittenden County Health Department","Crittenden County Health Department","https://www.countyoffice.org/crittenden-county-health-department-marion-ky-f4d/","402 North Walker Street","Marion","Kentucky","270-965-5215","null","","Kentucky","https://www.countyoffice.org/ky-health-departments/","Crittenden County","https://www.countyoffice.org/ky-crittenden-county-health-departments/"
"1584295245-2141","https://www.countyoffice.org/health-departments/","Dedham Town Health Department","Dedham Town Health Department","https://www.countyoffice.org/dedham-town-health-department-dedham-ma-30b/","26 Bryant Street","Dedham","Massachusetts","781-751-9220","null","","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Norfolk County","https://www.countyoffice.org/ma-norfolk-county-health-departments/"
"1584299616-4197","https://www.countyoffice.org/health-departments/","Hartford Health And Human Services Department","Hartford Health And Human Services Department","https://www.countyoffice.org/hartford-health-and-human-services-department-hartford-ct-a39/","131 Coventry Street","Hartford","Connecticut","860-543-8820","hartford.gov","http://www.hartford.gov/human_services/default.htm","Connecticut","https://www.countyoffice.org/ct-health-departments/","Hartford County","https://www.countyoffice.org/ct-hartford-county-health-departments/"
"1584295193-2117","https://www.countyoffice.org/health-departments/","Walpole Board Of Health","Walpole Board Of Health","https://www.countyoffice.org/walpole-board-of-health-walpole-ma-209/","135 School Street","Walpole","Massachusetts","508-660-7321","walpole-ma.gov","http://walpole-ma.gov/boh.htm","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Norfolk County","https://www.countyoffice.org/ma-norfolk-county-health-departments/"
"1584288915-452","https://www.countyoffice.org/health-departments/","Chair Of The Selectboard - North Hero","Chair Of The Selectboard - North Hero","https://www.countyoffice.org/chair-of-the-selectboard-north-hero-north-hero-vt-e26/","6441 U.s. 2","North Hero","Vermont","802-372-6926","null","","Vermont","https://www.countyoffice.org/vt-health-departments/","Grand Isle County","https://www.countyoffice.org/vt-grand-isle-county-health-departments/"
"1584294659-1962","https://www.countyoffice.org/health-departments/","Dodge County Health Department","Dodge County Health Department","https://www.countyoffice.org/dodge-county-health-department-dodge-center-mn-334/","42 East Main Street","Dodge Center","Minnesota","507-635-6150","null","","Minnesota","https://www.countyoffice.org/mn-health-departments/","Dodge County","https://www.countyoffice.org/mn-dodge-county-health-departments/"
"1584295662-2322","https://www.countyoffice.org/health-departments/","Raynham Health Department","Raynham Health Department","https://www.countyoffice.org/raynham-health-department-raynham-ma-f7c/","558 South Main Street","Raynham","Massachusetts","508-824-2766","town.raynham.ma.us","http://www.town.raynham.ma.us/public_documents/raynhamma_health/index","Massachusetts","https://www.countyoffice.org/ma-health-departments/","Bristol County","https://www.countyoffice.org/ma-bristol-county-health-departments/"
